"serum","dilution","date","pct_sars2","pct_sars1","norm_sars2","norm_sars1"
"King_11",100,"200930",0.937775,0.924099,0.108537717920335,0.251194404727603
"King_12",100,"200930",2.217107,1.279017,0.337995319516695,0.402239870781766
"King_2",215.443469,"200930",4.698446,1.827995,0.543796333461573,0.496897102875379
"King_3",215.443469,"200930",2.777725,1.379284,0.423460865400051,0.433772981853531
"King_4",215.443469,"200930",2.739458,1.029739,0.317063815583274,0.279910134227823
"King_5",215.443469,"200930",2.482562,1.179971,0.378463617863281,0.371090753732148
"King_6",215.443469,"200930",2.362685,1.050567,0.273456253434573,0.285571732240229
"King_7",215.443469,"200930",2.148953,1.196551,0.327605323451398,0.376305021453032
"King_9",215.443469,"200930",1.915224,1.560784,0.221667289345798,0.424262127530023
"King_10",215.443469,"200930",1.887967,1.470724,0.287818318828083,0.462530077173049
"King_11",215.443469,"200930",1.833843,1.528202,0.212248283697242,0.415405483279965
"King_12",215.443469,"200930",2.29759,1.721443,0.350264856936703,0.541379051160521
"King_2",464.1588834,"200930",4.815174,1.613302,0.557306387299012,0.438537900739911
"King_3",464.1588834,"200930",3.714952,1.390169,0.566340004442358,0.437196220945317
"King_4",464.1588834,"200930",2.819122,1.244958,0.326284096312027,0.338412316992949
"King_5",464.1588834,"200930",3.197043,1.911056,0.487385394702922,0.601010712521193
"King_6",464.1588834,"200930",2.916056,1.482817,0.337503200200368,0.403068647011814
"King_7",464.1588834,"200930",3.508534,1.611662,0.534871826377882,0.506853868731911
"King_9",464.1588834,"200930",3.677754,2.115324,0.425661833843282,0.57500067956573
"King_10",464.1588834,"200930",2.142554,1.673502,0.32662980352855,0.526302018059984
"King_11",464.1588834,"200930",1.9013,1.886466,0.220055730939653,0.512791058002294
"King_12",464.1588834,"200930",3.541376,1.928183,0.539878550132562,0.606397007048067
"King_2",1000,"200930",6.081542,2.458979,0.703875332693525,0.668415143986387
"King_3",1000,"200930",4.388708,1.707749,0.669053303573293,0.537072405673803
"King_4",1000,"200930",3.994709,1.826664,0.462346083672335,0.496535302080558
"King_5",1000,"200930",4.461276,1.99204,0.680116208677417,0.626479485567517
"King_6",1000,"200930",3.347204,1.661825,0.387404103941582,0.451727727912755
"King_7",1000,"200930",4.530422,1.755707,0.69065743396032,0.552154785128456
"King_9",1000,"200930",3.635995,1.994951,0.420828663239848,0.542280133303614
"King_10",1000,"200930",3.748352,2.23668,0.571431794631942,0.703416666221137
"King_11",1000,"200930",3.747889,2.498593,0.433779231775987,0.679183270722677
"King_12",1000,"200930",4.731316,2.45337,0.72128348480901,0.771563811724051
"none",0,"200930",6.559579,3.179737,0.759203151265659,0.86433611864674
"none",0,"200930",8.640084,3.67882,1.31717050743653,1.15695732068407
"King_2",2154.43469,"200930",7.680273,2.955033,0.888911843912629,0.803255663500796
"King_3",2154.43469,"200930",6.54442,2.172175,0.997689028518446,0.683130397262415
"King_4",2154.43469,"200930",6.556472,2.45463,0.758843548280318,0.66723297144193
"King_5",2154.43469,"200930",6.877511,2.87515,1.04846835444775,0.904210002273773
"King_6",2154.43469,"200930",5.414892,2.227324,0.62671751802413,0.605445224283874
"King_7",2154.43469,"200930",7.30565,3.013737,1.11373763468662,0.947794424507436
"King_9",2154.43469,"200930",6.053077,2.929447,0.700580804538474,0.796300715990453
"King_10",2154.43469,"200930",5.01742,2.837015,0.764899698593462,0.892216872024322
"King_11",2154.43469,"200930",4.658355,2.623699,0.539156216536784,0.713190370825428
"King_12",2154.43469,"200930",5.624571,2.859105,0.857459144862803,0.899163987461856
"King_2",10,"201005",0.35396,0.113773,0.126432031352972,0.120110637803713
"King_3",10,"201005",0.294203,0.123493,0.138726969058826,0.142837810328395
"King_4",10,"201005",0.479825,0.200242,0.171390127257147,0.21139632720497
"King_5",10,"201005",0.154358,0.051453,0.072785177207514,0.0595129590732019
"King_6",10,"201005",0.382876,0.126268,0.136760623901855,0.133301662206316
"King_7",10,"201005",0.244686,0.405261,0.115377977624728,0.46874392760315
"King_9",10,"201005",0.224841,0.158221,0.0803116294537055,0.167034579592181
"King_10",10,"201005",0.313015,0.181219,0.147597482758328,0.209606416152344
"King_11",10,"201005",0.214494,0.118656,0.0766157535682687,0.125265641577856
"King_12",10,"201005",0.264348,0.214543,0.124649295951307,0.248150521416476
"King_2",21.5443469,"201005",0.453023,0.181847,0.161816640692783,0.191976647822346
"King_3",21.5443469,"201005",0.405899,0.245773,0.191395526265906,0.284272607822635
"King_4",21.5443469,"201005",0.745743,0.285682,0.266374173232172,0.301595696949543
"King_5",21.5443469,"201005",0.42182,0.143337,0.19890283269849,0.165790313775203
"King_6",21.5443469,"201005",0.590074,0.265729,0.210770297402457,0.280531230370499
"King_7",21.5443469,"201005",0.42735,0.43142,0.201510420448769,0.499000656975507
"King_9",21.5443469,"201005",0.29602,0.204656,0.1057362694121,0.216056205693413
"King_10",21.5443469,"201005",0.478401,0.205535,0.225582746351028,0.23773144506852
"King_11",21.5443469,"201005",0.227567,0.188331,0.0812853375491631,0.198821834074966
"King_12",21.5443469,"201005",0.324928,0.360246,0.153214877490529,0.416677462038845
"King_2",46.41588834,"201005",0.883318,0.250057,0.315514999069512,0.26398623361679
"King_3",46.41588834,"201005",0.654743,0.235548,0.308734145819325,0.272445892052447
"King_4",46.41588834,"201005",1.220202,0.362763,0.435847602895692,0.38297043500293
"King_5",46.41588834,"201005",0.500705,0.179865,0.236099859765534,0.208040316088497
