serum,dilution,pct_grn,pct_red
JF5A_Pos,10,0.586265,0.460637
JF5A_Pos,31.6227766,3.616352,0.524109
JF5A_Pos,100,7.819905,0.651659
JF5A_Pos,316.227766,23.005032,2.300503
JF5A_Neg,10,41.323155,0.508906
JF5A_Neg,31.6227766,65.256257,0.476758
JF5A_Neg,100,63.13066,0.84088
JF5A_Neg,316.227766,66.297229,2.468514
none,0,62.014631,5.571187
